brand ,product_name, price'
Asus ROG Strix GeForce RTX 2080 OC edition 8GB GDDR6 Graphics Card,
Asus ROG Strix GeForce RTX 2080 OC edition 8GB GDDR6 Graphics Card
,92,200৳
